Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices,States,States_Code
Project_276,Construction,City_E,43.9,444.03,36.03,4.75,3611.64,Implemented,82.48,6177366,15,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Green Infrastructure']",Iowa,IA
Project_277,Water Management,City_B,40.37,452.01,25.24,8.27,6188.02,Not Applicable,30.3,757580,19,"['Government', 'Government', 'Environmental Organization']",Low,"['Waste Management', 'Green Infrastructure']",Kansas,KS
Project_278,Energy,City_B,57.05,244.25,60.01,9.48,1911.64,Not Applicable,29.98,8783877,56,"['Government', 'Local Community', 'Private Sector']",High,"['Waste Management', 'Waste Management']",Kentucky,KY
Project_279,Energy,City_D,13.54,916.63,36.31,6.05,6573.22,Planned,95.61,7886025,50,"['Local Community', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Waste Management']",Louisiana,LA
Project_280,Energy,City_D,80.77,963.06,13.43,7.59,7032.25,Planned,33.17,1667142,44,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']",Maine,ME
Project_281,Energy,City_C,98.89,245.62,13.44,6.51,3465.56,Planned,14.1,8745247,30,"['Government', 'Private Sector', 'Government']",Low,"['Energy Efficiency', 'Energy Efficiency']",Maryland,MD
Project_282,Construction,City_E,87.34,869.08,31.27,5.31,4343.2,Planned,24.09,4263160,10,"['Government', 'Environmental Organization', 'Private Sector']",Medium,"['Renewable Energy', 'Energy Efficiency']",Massachusetts,MA
Project_283,Transportation,City_E,26.69,565.4,32.82,8.05,1212.73,Not Applicable,16.17,1913920,34,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']",Michigan,MI
Project_284,Transportation,City_E,56.56,827.97,19.96,9.85,6211.93,Implemented,75.16,7616984,38,"['Local Community', 'Government', 'Local Community']",Medium,"['Waste Management', 'Waste Management']",Minnesota,MN
Project_285,Energy,City_C,37.68,536.33,95.97,1.29,2314.97,Planned,11.53,599802,53,"['Government', 'Environmental Organization', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Renewable Energy']",Mississippi,MS
Project_286,Energy,City_E,11.44,786.73,20.02,3.44,5579.03,Planned,44.36,5538179,38,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Renewable Energy', 'Waste Management']",Missouri,MO
Project_287,Urban Development,City_A,55.65,128.87,38.28,5.94,8789.52,Not Applicable,6.75,571798,8,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",Montana,MT
Project_288,Transportation,City_A,46.17,872.31,43.53,8.71,4644.09,Planned,15.47,1328820,58,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Renewable Energy', 'Renewable Energy']",Nebraska,NE
Project_289,Energy,City_E,33.48,410.4,39.5,3.56,8979.95,Planned,47.02,1863096,21,"['Environmental Organization', 'Government', 'Private Sector']",Low,"['Renewable Energy', 'Waste Management']",Nevada,NV
Project_290,Energy,City_C,16.75,954.73,16.27,4.37,6159.11,Planned,17.43,2520710,23,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Green Infrastructure', 'Energy Efficiency']",New Hampshire,NH
Project_291,Construction,City_C,36.86,842.66,35.88,6.12,2745.49,Implemented,75.66,6456935,31,"['Local Community', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Energy Efficiency']",New Jersey,NJ
Project_292,Energy,City_E,71.49,979.77,64.73,6.35,7779.64,Planned,28.04,4540491,41,"['Government', 'Local Community', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']",New Mexico,NM
Project_293,Water Management,City_B,55.08,561.14,34.21,2.03,4417.49,Implemented,22.14,9725114,47,"['Government', 'Private Sector', 'Government']",Medium,"['Energy Efficiency', 'Renewable Energy']",New York,NY
Project_294,Construction,City_C,16.71,886.7,94,1.01,1332.74,Planned,25.31,363358,18,"['Local Community', 'Local Community', 'Local Community']",Low,"['Waste Management', 'Green Infrastructure']",North Carolina,NC
Project_295,Urban Development,City_C,54.27,211.72,75.51,9.11,8767.98,Not Applicable,84.39,6003065,15,"['Government', 'Private Sector', 'Government']",High,"['Renewable Energy', 'Energy Efficiency']",North Dakota,ND
Project_296,Water Management,City_C,62.74,878.05,37.85,9.36,4356.47,Implemented,44.79,5717292,58,"['Government', 'Private Sector', 'Local Community']",Medium,"['Waste Management', 'Green Infrastructure']",Ohio,OH
Project_297,Energy,City_A,92.56,874.55,77.69,8.84,1467.28,Not Applicable,74.73,434600,7,"['Government', 'Private Sector', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']",Oklahoma,OK
Project_298,Construction,City_A,76.61,409.08,56.65,9.28,5910.28,Implemented,29.85,5910902,28,"['Local Community', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Energy Efficiency']",Oregon,OR
Project_299,Construction,City_E,61.64,701.73,97,4.82,2326.88,Planned,56.93,6801682,49,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Green Infrastructure']",Pennsylvania,PA
Project_300,Transportation,City_A,15.23,855.96,47.51,1.34,5812.89,Not Applicable,72.63,3865245,31,"['Government', 'Local Community', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']",Rhode Island,RI
Project_301,Energy,City_B,7.08,301.07,28.68,3.07,3372.78,Not Applicable,62.93,4965385,28,"['Environmental Organization', 'Local Community', 'Government']",Low,"['Energy Efficiency', 'Waste Management']",South Carolina,SC
Project_302,Construction,City_E,31.31,963.89,94,2.14,7171.27,Planned,96.67,2548923,58,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Green Infrastructure']",South Dakota,SD
Project_303,Urban Development,City_E,43.08,494.09,18.58,1.36,7270.9,Not Applicable,19.84,9532667,39,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Green Infrastructure']",Tennessee,TN
Project_304,Energy,City_B,65.58,641.54,28.16,7.44,2804.3,Not Applicable,52.33,9813701,51,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Texas,TX
Project_305,Energy,City_D,67.95,973.46,28.62,1.59,2202.88,Not Applicable,73.16,1270631,19,"['Private Sector', 'Private Sector', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']",Utah,UT
Project_306,Water Management,City_A,57.46,940.13,84.66,3.26,3847.75,Implemented,53.3,6665349,59,"['Private Sector', 'Local Community', 'Environmental Organization']",Medium,"['Waste Management', 'Energy Efficiency']",Vermont,VT
Project_307,Construction,City_C,18.39,915.42,99.11,2.65,5545.5,Planned,93.97,9748443,56,"['Government', 'Environmental Organization', 'Local Community']",High,"['Green Infrastructure', 'Energy Efficiency']",Virginia,VA
Project_308,Urban Development,City_A,15.84,863.34,89.7,8.41,6257.28,Planned,66.79,7236622,8,"['Private Sector', 'Local Community', 'Government']",High,"['Energy Efficiency', 'Waste Management']",Washington,WA
Project_309,Transportation,City_C,19.96,289.86,36.3,5.34,5131.52,Implemented,6.08,7718936,28,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",West Virginia,WV
Project_310,Urban Development,City_A,96.25,441.77,20.26,3.58,3849.41,Planned,67.38,7121262,30,"['Government', 'Local Community', 'Private Sector']",Medium,"['Renewable Energy', 'Energy Efficiency']",Wisconsin,WI
Project_311,Construction,City_A,46.11,237.72,77.87,1.09,7237.24,Not Applicable,19.15,9629333,27,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",Wyoming,WY
Project_312,Energy,City_D,83.29,223.09,12.09,2.39,7084.72,Implemented,78.75,7519833,33,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Puerto Rico,PR
Project_313,Transportation,City_D,49.41,546.51,66.47,4.03,2919.01,Not Applicable,58.07,3244573,15,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Energy Efficiency']",Alabama,AL
Project_314,Energy,City_D,52.48,966.28,47.14,5.6,1605.29,Implemented,64.16,110163,47,"['Government', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Renewable Energy']",Alaska,AK
Project_315,Transportation,City_D,14.79,443.75,75.53,0.73,7547.73,Planned,89.82,7838939,58,"['Government', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']",Arizona,AZ
Project_316,Urban Development,City_B,73.38,340.9,35.21,5.83,5616.82,Implemented,87.88,790438,31,"['Environmental Organization', 'Local Community', 'Government']",Medium,"['Green Infrastructure', 'Green Infrastructure']",Arkansas,AR
Project_317,Water Management,City_C,31.71,960.9,92.27,2.56,4635.55,Implemented,13.47,7526838,23,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Low,"['Renewable Energy', 'Renewable Energy']",California,CA
Project_318,Urban Development,City_E,65.78,247.38,36.2,4.93,8701.21,Implemented,56.76,1460870,50,"['Private Sector', 'Government', 'Local Community']",Medium,"['Energy Efficiency', 'Renewable Energy']",Colorado,CO
Project_319,Energy,City_C,43.39,324.37,61.85,2.72,5224.88,Planned,4.8,4533692,56,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']",Connecticut,CT
Project_320,Water Management,City_B,64.77,490.04,45.26,9.03,8027.8,Planned,31.46,588105,41,"['Local Community', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",Delaware,DE
Project_321,Energy,City_C,94.92,178.1,13.04,8.73,3926.75,Not Applicable,92.07,9980745,43,"['Private Sector', 'Government', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",District of Columbia,DC
Project_322,Water Management,City_B,33.33,899.49,60.5,7.4,7532.54,Not Applicable,88.46,8455687,30,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Waste Management']",Florida,FL
Project_323,Transportation,City_D,84.63,350.52,65.39,9.75,2300,Implemented,12.1,4543136,46,"['Government', 'Local Community', 'Private Sector']",Medium,"['Renewable Energy', 'Waste Management']",Georgia,GA
Project_324,Water Management,City_B,69.52,112.76,69.58,4.78,3503.81,Implemented,11.56,143223,18,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']",Hawaii,HI
Project_325,Transportation,City_B,97.61,744.52,74.05,0.84,2520.22,Planned,90.93,5787575,34,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",High,"['Waste Management', 'Renewable Energy']",Idaho,ID
Project_326,Energy,City_B,39.39,568.86,18.98,5.04,3326.93,Not Applicable,80.86,4554987,42,"['Environmental Organization', 'Private Sector', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Illinois,IL
Project_327,Energy,City_B,53.78,977.91,13.55,4.83,4215.38,Planned,65.04,1072069,52,"['Local Community', 'Private Sector', 'Government']",Medium,"['Renewable Energy', 'Energy Efficiency']",Indiana,IN
Project_328,Urban Development,City_B,95.49,324.98,77.64,9.65,1841.4,Planned,21.3,9054136,32,"['Government', 'Local Community', 'Local Community']",High,"['Green Infrastructure', 'Green Infrastructure']",Iowa,IA
Project_329,Transportation,City_D,39.16,155.87,33.32,4.62,2491.81,Implemented,88.91,8036177,22,"['Local Community', 'Government', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']",Kansas,KS
Project_330,Construction,City_D,87.28,230.58,34.45,7.8,2352.44,Not Applicable,85.92,7961379,58,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Kentucky,KY
Project_331,Energy,City_B,84.58,802.26,80.08,3.99,4650.3,Planned,80.75,5527454,6,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Energy Efficiency']",Louisiana,LA
Project_332,Water Management,City_D,42.82,981.83,62.57,1.37,1902.59,Implemented,47.83,6851329,33,"['Government', 'Environmental Organization', 'Government']",High,"['Energy Efficiency', 'Renewable Energy']",Maine,ME
Project_333,Transportation,City_A,4.32,803.37,80.57,1.54,4943.94,Not Applicable,55.52,9352178,37,"['Government', 'Private Sector', 'Government']",Medium,"['Renewable Energy', 'Waste Management']",Maryland,MD
Project_334,Energy,City_C,16.91,950.2,59.86,4.16,8243.58,Planned,94.44,1518518,14,"['Environmental Organization', 'Environmental Organization', 'Government']",Low,"['Energy Efficiency', 'Waste Management']",Massachusetts,MA
Project_335,Water Management,City_A,59.74,880.26,40.58,4.43,1106.16,Planned,51.4,3813090,31,"['Private Sector', 'Government', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']",Michigan,MI
Project_336,Construction,City_A,72.64,534.38,82.47,2.66,5553.59,Implemented,22.38,5949232,38,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Medium,"['Renewable Energy', 'Waste Management']",Minnesota,MN
Project_337,Urban Development,City_D,11.91,474.98,33.6,3.56,6489.3,Not Applicable,90.24,9400310,27,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Renewable Energy', 'Renewable Energy']",Mississippi,MS
Project_338,Urban Development,City_A,91.93,469.8,14.22,4.45,4505.06,Not Applicable,11.21,7690701,46,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']",Missouri,MO
Project_339,Water Management,City_D,23.15,115.74,52.97,7.91,1273.6,Implemented,12.14,598742,38,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Medium,"['Waste Management', 'Energy Efficiency']",Montana,MT
Project_340,Construction,City_D,83.92,473.94,55.23,5.31,5634.31,Planned,13,3938344,38,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Renewable Energy']",Nebraska,NE
Project_341,Construction,City_E,92.47,582.15,55.79,5.65,6793.46,Implemented,97.08,7858911,48,"['Local Community', 'Local Community', 'Government']",Low,"['Energy Efficiency', 'Green Infrastructure']",Nevada,NV
Project_342,Energy,City_A,64.86,841.42,76.95,0.86,4788.3,Not Applicable,1.94,5020635,32,"['Local Community', 'Local Community', 'Local Community']",High,"['Energy Efficiency', 'Waste Management']",New Hampshire,NH
Project_343,Urban Development,City_D,17.07,463.59,30.67,4.81,2618.75,Planned,12.1,8773955,17,"['Private Sector', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Waste Management']",New Jersey,NJ
Project_344,Transportation,City_E,76.21,767.13,47.28,0.98,7717.88,Not Applicable,37.16,643172,59,"['Environmental Organization', 'Local Community', 'Government']",High,"['Waste Management', 'Energy Efficiency']",New Mexico,NM
Project_345,Water Management,City_C,62.69,676.92,51.76,3.13,1429.69,Planned,75.45,7424560,52,"['Private Sector', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']",New York,NY
Project_346,Water Management,City_C,87.73,778.42,42.26,6.11,5417.08,Implemented,4,5502714,26,"['Government', 'Local Community', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']",North Carolina,NC
Project_347,Transportation,City_C,52.04,351.86,91.56,3.46,8531.68,Implemented,86.36,6043948,52,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Green Infrastructure', 'Waste Management']",North Dakota,ND
Project_348,Urban Development,City_E,9.85,363.7,80.51,2,7838.22,Implemented,92.1,9378609,21,"['Local Community', 'Environmental Organization', 'Private Sector']",High,"['Energy Efficiency', 'Waste Management']",Ohio,OH
Project_349,Construction,City_A,31.02,578.47,86.12,0.55,1320.46,Not Applicable,64.13,6537667,32,"['Private Sector', 'Government', 'Government']",High,"['Renewable Energy', 'Waste Management']",Oklahoma,OK
Project_350,Water Management,City_B,74.15,800.44,43.23,3.97,6096.62,Planned,59.46,8588021,32,"['Environmental Organization', 'Local Community', 'Government']",High,"['Renewable Energy', 'Waste Management']",Oregon,OR
Project_351,Transportation,City_E,49.13,511.32,68.13,9.76,6292.41,Not Applicable,74.44,6631912,51,"['Local Community', 'Private Sector', 'Environmental Organization']",Low,"['Energy Efficiency', 'Renewable Energy']",Pennsylvania,PA
Project_352,Water Management,City_B,73.4,748.26,38.35,8.02,1529.81,Implemented,14.17,636541,43,"['Government', 'Government', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']",Rhode Island,RI
Project_353,Water Management,City_D,85.55,690.81,81.83,3.15,4163.69,Not Applicable,35.69,7698462,37,"['Government', 'Government', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']",South Carolina,SC
Project_354,Transportation,City_D,59.25,301.22,60.89,7.91,9012.77,Implemented,64.97,5342375,13,"['Government', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Renewable Energy']",South Dakota,SD
Project_355,Water Management,City_B,52.31,361.64,62.36,1.63,8159.18,Planned,25.13,5339849,41,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Renewable Energy', 'Waste Management']",Tennessee,TN
Project_356,Urban Development,City_B,75.45,230.76,35.75,1.68,8367.84,Not Applicable,38.81,2358509,11,"['Government', 'Local Community', 'Government']",Medium,"['Energy Efficiency', 'Energy Efficiency']",Texas,TX
Project_357,Urban Development,City_E,43.73,906.58,34.01,1.32,5453.67,Implemented,78.63,6525236,17,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Energy Efficiency', 'Waste Management']",Utah,UT
Project_358,Water Management,City_B,46.26,396.38,12.27,8,2138.53,Planned,79.3,8398399,57,"['Environmental Organization', 'Private Sector', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']",Vermont,VT
Project_359,Transportation,City_E,70.84,247.4,70.21,9.65,9066.25,Not Applicable,68.65,1836994,55,"['Environmental Organization', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Green Infrastructure']",Virginia,VA
Project_360,Transportation,City_E,40.73,833.1,25.02,5.87,3293.72,Implemented,47.55,4410030,53,"['Government', 'Government', 'Local Community']",Medium,"['Renewable Energy', 'Green Infrastructure']",Washington,WA
Project_361,Transportation,City_D,59.9,736.96,83.53,5.84,6166.85,Implemented,96.94,2422091,21,"['Environmental Organization', 'Government', 'Environmental Organization']",Low,"['Energy Efficiency', 'Energy Efficiency']",West Virginia,WV
Project_362,Construction,City_C,49.31,919.73,39.62,8.59,5437.07,Not Applicable,52.96,1656053,38,"['Government', 'Local Community', 'Local Community']",Low,"['Green Infrastructure', 'Waste Management']",Wisconsin,WI
Project_363,Energy,City_B,18.45,954.71,63.58,5.28,4469.49,Implemented,44.71,6774267,39,"['Private Sector', 'Local Community', 'Government']",Low,"['Energy Efficiency', 'Green Infrastructure']",Wyoming,WY
Project_364,Urban Development,City_C,43.06,248.92,45.84,3.6,6124.52,Implemented,46.97,3961758,28,"['Local Community', 'Environmental Organization', 'Environmental Organization']",Low,"['Energy Efficiency', 'Green Infrastructure']",Puerto Rico,PR
Project_365,Construction,City_A,10.01,579.45,34.61,8.9,1661.35,Not Applicable,66.88,9974538,6,"['Government', 'Private Sector', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Alabama,AL
Project_366,Transportation,City_C,20.7,295.88,52.23,7.58,8355.03,Planned,6.41,6927308,30,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']",Alaska,AK
Project_367,Water Management,City_C,74.3,894.53,79.77,6.87,7734.83,Not Applicable,91.59,3351022,58,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Renewable Energy', 'Renewable Energy']",Arizona,AZ
Project_368,Transportation,City_A,52.3,276.4,41.97,4.37,5730.26,Implemented,47,5725207,15,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Waste Management']",Arkansas,AR
Project_369,Water Management,City_A,13.65,799.36,62.93,3.36,3665.09,Planned,25.99,4681881,47,"['Environmental Organization', 'Government', 'Government']",Low,"['Energy Efficiency', 'Green Infrastructure']",California,CA
Project_370,Transportation,City_D,34.09,661.51,55.68,0.16,8394.68,Not Applicable,3.55,3139429,19,"['Local Community', 'Environmental Organization', 'Private Sector']",Medium,"['Waste Management', 'Waste Management']",Colorado,CO
Project_371,Urban Development,City_D,82.49,841.76,50.87,5.84,5491.34,Planned,84.79,2599039,37,"['Private Sector', 'Local Community', 'Private Sector']",High,"['Waste Management', 'Waste Management']",Connecticut,CT
Project_372,Energy,City_A,66.02,972.36,68.56,3.34,5238.49,Planned,93,5195457,36,"['Local Community', 'Private Sector', 'Private Sector']",Medium,"['Renewable Energy', 'Green Infrastructure']",Delaware,DE
Project_373,Construction,City_E,71.97,325.41,39.67,1.34,7965.6,Not Applicable,59.26,7227360,16,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Green Infrastructure', 'Green Infrastructure']",District of Columbia,DC
Project_374,Energy,City_A,69.71,654.61,36.53,4.27,2982.77,Implemented,11.08,3162933,60,"['Government', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Florida,FL
Project_375,Urban Development,City_D,77.85,596.22,71.98,5.85,3466.53,Implemented,24.59,4479858,12,"['Government', 'Environmental Organization', 'Private Sector']",High,"['Waste Management', 'Waste Management']",Georgia,GA
Project_376,Water Management,City_E,14.94,356.92,83.21,9.4,5441.03,Not Applicable,33,8230842,59,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Hawaii,HI
Project_377,Construction,City_E,69.59,588.78,45.88,1.1,2714.03,Implemented,83.83,5506648,34,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']",Idaho,ID
Project_378,Water Management,City_B,55.93,287.06,95.58,2.38,2744.47,Planned,2.2,4906870,26,"['Private Sector', 'Local Community', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Illinois,IL
Project_379,Construction,City_C,27.27,290.8,86.12,5.95,7034.17,Planned,37.35,388738,42,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Low,"['Renewable Energy', 'Renewable Energy']",Indiana,IN
Project_380,Energy,City_B,80.93,555.5,23.58,2.5,4412.32,Planned,80.74,6096925,44,"['Local Community', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",Iowa,IA
Project_381,Construction,City_C,65.41,301.21,77.95,0.54,1612.24,Implemented,57.71,8854927,27,"['Private Sector', 'Local Community', 'Local Community']",Medium,"['Renewable Energy', 'Energy Efficiency']",Kansas,KS
Project_382,Water Management,City_A,85.35,966.28,68.59,9.78,1026.17,Planned,96.67,5251033,33,"['Government', 'Environmental Organization', 'Environmental Organization']",High,"['Waste Management', 'Renewable Energy']",Kentucky,KY
Project_383,Transportation,City_A,18.77,876.07,45.56,0.83,3339.87,Not Applicable,15.85,726903,51,"['Local Community', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Energy Efficiency']",Louisiana,LA
Project_384,Urban Development,City_B,68.11,437.7,91.61,6.46,8319.83,Planned,65.1,7284273,57,"['Environmental Organization', 'Government', 'Government']",High,"['Waste Management', 'Energy Efficiency']",Maine,ME
Project_385,Construction,City_A,51.3,934.03,49.37,2.88,1563.4,Planned,21.25,2826355,31,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Low,"['Green Infrastructure', 'Energy Efficiency']",Maryland,MD
Project_386,Urban Development,City_D,65.2,780.24,11.79,5.43,5476.26,Not Applicable,56.05,2703118,57,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Energy Efficiency']",Massachusetts,MA
Project_387,Construction,City_E,49.86,968.08,41.51,7.13,1413.42,Planned,91.18,1232746,45,"['Local Community', 'Local Community', 'Private Sector']",High,"['Renewable Energy', 'Renewable Energy']",Michigan,MI
Project_388,Energy,City_A,90.58,139.83,47.4,2.11,8563.98,Implemented,81.78,5623691,32,"['Private Sector', 'Government', 'Government']",Low,"['Waste Management', 'Green Infrastructure']",Minnesota,MN
Project_389,Urban Development,City_B,59.29,474.81,65.62,4.36,1703.22,Planned,28.35,9279154,10,"['Government', 'Government', 'Government']",High,"['Renewable Energy', 'Renewable Energy']",Mississippi,MS
Project_390,Energy,City_B,82.39,583.03,45.77,8.68,9347.78,Implemented,22.09,8558577,18,"['Government', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']",Missouri,MO
Project_391,Transportation,City_B,53.04,959.64,28.48,2.65,1691.36,Planned,34.67,6839194,33,"['Government', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']",Montana,MT
Project_392,Transportation,City_C,1.21,965.37,60.95,8.4,4173.47,Not Applicable,71.99,3288745,11,"['Private Sector', 'Environmental Organization', 'Government']",Medium,"['Renewable Energy', 'Renewable Energy']",Nebraska,NE
Project_393,Water Management,City_E,75.88,184.24,30.26,7.39,2708.06,Planned,66.95,8074499,48,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']",Nevada,NV
Project_394,Transportation,City_D,40.38,964.02,37.57,8.87,5605.42,Not Applicable,59.13,4353819,59,"['Local Community', 'Environmental Organization', 'Private Sector']",Low,"['Energy Efficiency', 'Energy Efficiency']",New Hampshire,NH
Project_395,Construction,City_E,13.65,930.44,27.57,2.5,1053.17,Planned,94.98,2456758,8,"['Local Community', 'Local Community', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']",New Jersey,NJ
Project_396,Transportation,City_C,37.33,565.52,16.27,3.69,9311.92,Implemented,51.35,5058682,43,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Green Infrastructure']",New Mexico,NM
Project_397,Water Management,City_C,84.38,979.52,10.17,3.04,7434.44,Planned,70.25,1765742,47,"['Government', 'Government', 'Private Sector']",Low,"['Renewable Energy', 'Waste Management']",New York,NY
Project_398,Construction,City_A,73.74,973.39,64.74,5.77,1244.13,Implemented,71.58,971377,50,"['Private Sector', 'Private Sector', 'Government']",High,"['Green Infrastructure', 'Renewable Energy']",North Carolina,NC
Project_399,Construction,City_D,40.11,780.98,70.63,6.33,7148.22,Implemented,52.59,2066488,58,"['Environmental Organization', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Renewable Energy']",North Dakota,ND
Project_400,Transportation,City_D,23.57,556.43,30.62,5.26,7208.35,Implemented,16.26,794212,16,"['Private Sector', 'Private Sector', 'Local Community']",Medium,"['Green Infrastructure', 'Renewable Energy']",Ohio,OH
Project_401,Urban Development,City_D,66.53,117.63,70.07,5.27,1622.02,Planned,27.21,2265424,20,"['Private Sector', 'Government', 'Government']",Low,"['Waste Management', 'Energy Efficiency']",Oklahoma,OK
Project_402,Urban Development,City_C,33.57,488.12,82.72,1.56,6030.28,Planned,80.7,2351916,21,"['Local Community', 'Government', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']",Oregon,OR
Project_403,Transportation,City_D,83.85,328.87,56.92,6.39,5638.99,Planned,37.14,2332737,7,"['Environmental Organization', 'Government', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']",Pennsylvania,PA
Project_404,Energy,City_A,32.11,437.91,95.24,2.28,1838.99,Not Applicable,90.91,9264248,46,"['Environmental Organization', 'Government', 'Private Sector']",Low,"['Waste Management', 'Waste Management']",Rhode Island,RI
Project_405,Energy,City_C,24.89,752.12,73.83,3.14,6716.9,Implemented,34.69,8768234,30,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Energy Efficiency']",South Carolina,SC
